deal_id,deal_date,city,neighborhood,street,house_number,property_type,rooms,sqm,price,lat,lon
101931,2025-11-15,Ramat Gan,Hakfar Hayarok,Jabotinsky,79,apartment,5.5,140,4818000,32.078381,34.805406
101932,2024-08-19,Ramat Gan,Hakfar Hayarok,Ahad HaAm,95,private_house,3,62,1914000,32.084658,34.808551
101933,2024-12-14,Ramat Gan,Ramat Yitzhak,Weizmann,138,apartment,4,82,2796000,32.084131,34.826976
101934,2026-03-22,Ramat Gan,Hakfar Hayarok,Weizmann,136,apartment,3,68,2579000,32.087915,34.823204
101935,2026-04-01,Ramat Gan,Tel Binyamin,Frug,59,penthouse,2,45,1688000,32.086729,34.802624
101936,2024-07-23,Ramat Gan,Ramat Yitzhak,Ben Yehuda,83,apartment,5.5,140,3934000,32.090618,34.817255
101937,2025-04-09,Ramat Gan,Hakfar Hayarok,Weizmann,175,apartment,6,160,5134000,32.069035,34.823119
101938,2026-02-19,Ramat Gan,Ramat Yitzhak,Frug,171,apartment,2.5,55,2090000,32.072482,34.819513
101939,2024-09-18,Ramat Gan,Hakfar Hayarok,Allenby,141,garden_apartment,3.5,75,2169000,32.083149,34.806618
101940,2025-08-01,Ramat Gan,Tel Binyamin,Jabotinsky,40,apartment,5,120,5079000,32.086812,34.817305
101941,2024-05-29,Ramat Gan,Marom Naveh,Weizmann,187,apartment,5.5,140,5420000,32.086502,34.833053
101942,2025-05-11,Ramat Gan,Givat Geula,HaShalom,50,apartment,3.5,75,2746000,32.074379,34.836533
101943,2024-07-30,Ramat Gan,Givat Geula,Sokolov,101,apartment,3,68,2424000,32.069700,34.833746
101944,2025-02-11,Ramat Gan,Marom Naveh,Herzl,171,apartment,6,160,5444000,32.099374,34.788059
101945,2026-03-15,Ramat Gan,Tel Binyamin,Sokolov,159,apartment,2,45,1660000,32.094724,34.806940
101946,2025-04-10,Ramat Gan,Ramat Yitzhak,Frug,78,private_house,4.5,100,3349000,32.066371,34.813188
101947,2025-12-24,Ramat Gan,Hakfar Hayarok,Hartom,77,apartment,3,68,2431000,32.079827,34.817193
101948,2025-06-16,Ramat Gan,Givat Geula,HaShalom,143,apartment,5.5,140,4588000,32.085024,34.811627
101949,2025-11-29,Ramat Gan,Marom Naveh,Jabotinsky,19,apartment,4,90,2708000,32.076469,34.818189
101950,2025-07-05,Ramat Gan,Givat Geula,Hartom,112,private_house,3,68,2320000,32.067300,34.827585
101951,2025-03-27,Ramat Gan,Hakfar Hayarok,Sokolov,172,garden_apartment,3,68,2575000,32.083517,34.804792
101952,2025-09-01,Ramat Gan,Hakfar Hayarok,Bialik,104,apartment,3.5,75,2993000,32.062642,34.830643
101953,2025-03-16,Ramat Gan,Marom Naveh,Jabotinsky,26,apartment,4,82,2583000,32.078119,34.795343
101954,2026-03-22,Ramat Gan,Marom Naveh,Jabotinsky,106,apartment,5,120,4112000,32.072723,34.820890
101955,2025-11-05,Ramat Gan,Hakfar Hayarok,Rambam,153,apartment,6,160,4803000,32.077389,34.808062
101956,2025-04-04,Ramat Gan,Givat Geula,HaShalom,108,apartment,5.5,140,4699000,32.075056,34.810895
101957,2025-07-03,Ramat Gan,Marom Naveh,Weizmann,45,private_house,2.5,55,1974000,32.091647,34.808851
101958,2025-03-09,Ramat Gan,Hakfar Hayarok,Weizmann,148,apartment,4,90,3686000,32.082018,34.819886
101959,2026-04-15,Ramat Gan,Tel Binyamin,Jabotinsky,78,penthouse,4.5,100,2875000,32.086171,34.792683
101960,2026-02-28,Ramat Gan,Givat Geula,Ben Yehuda,152,private_house,5,120,4364000,32.095742,34.811933
101961,2026-03-29,Ramat Gan,Givat Geula,Weizmann,103,apartment,4.5,100,3478000,32.083955,34.802639
101962,2025-04-20,Ramat Gan,Marom Naveh,Bialik,14,apartment,5,120,4138000,32.081549,34.811686
101963,2025-10-02,Ramat Gan,Tel Binyamin,Hartom,2,apartment,4,90,2500000,32.093135,34.809115
101964,2025-12-27,Ramat Gan,Givat Geula,Tchernichovsky,99,private_house,3.5,75,2238000,32.071188,34.846723
101965,2025-05-23,Ramat Gan,Marom Naveh,Weizmann,80,penthouse,5.5,140,3649000,32.069604,34.800452
101966,2025-10-26,Ramat Gan,Marom Naveh,Sokolov,32,private_house,2,45,1545000,32.088478,34.822184
101967,2026-04-11,Ramat Gan,Hakfar Hayarok,Marmorek,3,apartment,3,68,2259000,32.095567,34.796535
101968,2025-08-29,Ramat Gan,Tel Binyamin,Bialik,84,private_house,4,82,2456000,32.090522,34.835133
101969,2025-12-13,Ramat Gan,Hakfar Hayarok,Herzl,47,apartment,3,62,1889000,32.080050,34.801791
101970,2025-01-09,Ramat Gan,Ramat Yitzhak,Hartom,37,penthouse,4,90,3104000,32.086679,34.815025
101971,2024-05-28,Ramat Gan,Ramat Yitzhak,Frug,36,apartment,3,62,2281000,32.091129,34.795978
101972,2026-04-05,Ramat Gan,Ramat Yitzhak,Borochov,182,garden_apartment,3,68,2472000,32.078145,34.797753
101973,2026-01-13,Ramat Gan,Marom Naveh,Tchernichovsky,59,penthouse,5.5,140,5106000,32.077514,34.825589
101974,2024-08-29,Ramat Gan,Marom Naveh,Herzl,114,apartment,5,110,4051000,32.092273,34.825792
101975,2025-05-03,Ramat Gan,Tel Binyamin,Hartom,198,garden_apartment,4,90,3206000,32.070404,34.808356
101976,2025-01-14,Ramat Gan,Tel Binyamin,Ben Yehuda,110,apartment,2,45,1624000,32.099129,34.824061
101977,2025-01-07,Ramat Gan,Marom Naveh,Borochov,89,apartment,2.5,55,2326000,32.080537,34.832397
101978,2025-07-06,Ramat Gan,Marom Naveh,Herzl,52,garden_apartment,4,90,3754000,32.066111,34.799863
101979,2024-12-06,Ramat Gan,Marom Naveh,Herzl,150,apartment,5,120,4527000,32.090067,34.826160
101980,2025-03-14,Ramat Gan,Ramat Yitzhak,Weizmann,116,apartment,2,45,1634000,32.082243,34.825038
101981,2026-01-16,Ramat Gan,Marom Naveh,Weizmann,1,private_house,4,90,3112000,32.067502,34.801754
101982,2024-11-25,Ramat Gan,Marom Naveh,Rambam,98,apartment,4.5,100,3883000,32.080308,34.813113
101983,2024-05-28,Ramat Gan,Marom Naveh,Allenby,19,apartment,3,68,2406000,32.082558,34.825015
101984,2025-09-26,Ramat Gan,Ramat Yitzhak,HaShalom,121,penthouse,3,68,2162000,32.082219,34.801643
101985,2026-05-05,Ramat Gan,Marom Naveh,HaShalom,102,apartment,4,90,3096000,32.090653,34.802968
101986,2026-02-23,Ramat Gan,Givat Geula,Tchernichovsky,98,apartment,4,82,2460000,32.094969,34.810762
101987,2024-06-01,Ramat Gan,Givat Geula,HaShalom,164,private_house,3.5,75,2377000,32.085144,34.824225
101988,2026-01-07,Ramat Gan,Marom Naveh,Marmorek,174,penthouse,4.5,100,3488000,32.060564,34.805519
101989,2026-02-24,Ramat Gan,Marom Naveh,Rambam,115,apartment,3.5,75,2592000,32.083260,34.821462
101990,2024-07-20,Ramat Gan,Tel Binyamin,Sokolov,85,penthouse,6,160,5064000,32.071453,34.824411
101991,2025-04-14,Ramat Gan,Tel Binyamin,Ahad HaAm,63,apartment,2.5,55,2039000,32.074969,34.814638
101992,2024-06-13,Ramat Gan,Givat Geula,Herzl,108,apartment,5.5,140,5792000,32.106409,34.795932
101993,2025-10-01,Ramat Gan,Tel Binyamin,Weizmann,92,apartment,3,62,2241000,32.080862,34.832670
101994,2024-06-28,Ramat Gan,Givat Geula,HaShalom,40,garden_apartment,5,110,3965000,32.084645,34.843329
101995,2024-07-04,Ramat Gan,Tel Binyamin,Jabotinsky,99,garden_apartment,3,68,2464000,32.120403,34.812170
101996,2025-11-30,Ramat Gan,Ramat Yitzhak,HaShalom,187,apartment,5.5,140,4597000,32.091024,34.815143
101997,2026-03-18,Ramat Gan,Tel Binyamin,Bialik,76,penthouse,2,45,1701000,32.082042,34.820773
101998,2024-06-09,Ramat Gan,Hakfar Hayarok,Herzl,163,garden_apartment,5,110,3851000,32.090987,34.830901
101999,2026-05-04,Ramat Gan,Givat Geula,Hartom,102,garden_apartment,3,68,2725000,32.068712,34.806163
102000,2024-06-04,Ramat Gan,Hakfar Hayarok,Hartom,182,garden_apartment,4,82,3311000,32.111423,34.836009
102001,2026-02-02,Ramat Gan,Ramat Yitzhak,Ahad HaAm,91,apartment,4,82,2703000,32.086210,34.808063
102002,2025-05-29,Ramat Gan,Ramat Yitzhak,Borochov,35,apartment,3,68,2630000,32.103569,34.827801
102003,2024-07-09,Ramat Gan,Tel Binyamin,Marmorek,103,apartment,5,120,3991000,32.086578,34.815276
102004,2025-02-23,Ramat Gan,Ramat Yitzhak,Allenby,55,apartment,4,82,2750000,32.065884,34.808967
102005,2025-12-12,Ramat Gan,Marom Naveh,Ben Yehuda,85,penthouse,4,82,2926000,32.094458,34.812130
102006,2026-04-29,Ramat Gan,Ramat Yitzhak,Ahad HaAm,197,apartment,5,110,3935000,32.077203,34.815159
102007,2025-12-19,Ramat Gan,Hakfar Hayarok,Ben Yehuda,125,garden_apartment,6,160,5532000,32.072072,34.818080
102008,2025-06-23,Ramat Gan,Ramat Yitzhak,Allenby,7,apartment,3.5,75,2217000,32.106102,34.792380
102009,2025-11-10,Ramat Gan,Marom Naveh,Herzl,136,garden_apartment,4,90,3510000,32.091647,34.820952
102010,2024-11-23,Ramat Gan,Givat Geula,Borochov,124,apartment,3,62,2249000,32.088388,34.814639
102011,2024-09-26,Ramat Gan,Ramat Yitzhak,Allenby,33,penthouse,5,110,2741000,32.094080,34.786948
102012,2025-11-04,Ramat Gan,Ramat Yitzhak,Tchernichovsky,39,apartment,3.5,75,2389000,32.055428,34.830907
102013,2024-09-12,Ramat Gan,Marom Naveh,Weizmann,155,penthouse,3,68,2051000,32.080976,34.812883
102014,2024-09-04,Ramat Gan,Ramat Yitzhak,Marmorek,54,apartment,3,68,2541000,32.091871,34.815749
102015,2025-08-07,Ramat Gan,Tel Binyamin,Jabotinsky,24,private_house,2,45,1446000,32.083789,34.805046
102016,2025-07-03,Ramat Gan,Marom Naveh,Allenby,125,apartment,2.5,55,2066000,32.103971,34.825900
102017,2025-11-26,Ramat Gan,Givat Geula,Frug,128,penthouse,4,90,3148000,32.091372,34.822571
102018,2025-01-30,Ramat Gan,Marom Naveh,Weizmann,154,apartment,4,90,3122000,32.100762,34.824232
102019,2025-01-30,Ramat Gan,Hakfar Hayarok,Jabotinsky,56,private_house,3,68,2203000,32.080433,34.828113
102020,2026-03-28,Ramat Gan,Hakfar Hayarok,Tchernichovsky,38,apartment,4.5,100,3912000,32.081611,34.817507
102021,2024-12-24,Ramat Gan,Hakfar Hayarok,Weizmann,82,apartment,6,160,6307000,32.076626,34.810909
102022,2024-08-30,Ramat Gan,Givat Geula,Ahad HaAm,186,apartment,2.5,55,1701000,32.064276,34.811290
102023,2025-04-16,Ramat Gan,Ramat Yitzhak,Rambam,129,apartment,4.5,100,3566000,32.077524,34.810524
102024,2025-11-16,Ramat Gan,Givat Geula,Herzl,115,apartment,5.5,140,5449000,32.096350,34.819822
102025,2026-02-07,Ramat Gan,Tel Binyamin,Marmorek,77,private_house,4.5,100,3530000,32.080250,34.811517
102026,2024-07-01,Ramat Gan,Ramat Yitzhak,Borochov,79,apartment,4,82,3011000,32.087317,34.816157
102027,2024-11-29,Ramat Gan,Marom Naveh,Frug,57,apartment,3,68,2912000,32.078007,34.821432
102028,2025-02-11,Ramat Gan,Tel Binyamin,Herzl,142,garden_apartment,5,110,4186000,32.075472,34.799622
102029,2025-01-21,Ramat Gan,Ramat Yitzhak,HaShalom,112,apartment,3.5,75,2758000,32.089768,34.795394
102030,2024-10-19,Ramat Gan,Hakfar Hayarok,Weizmann,176,penthouse,3,62,2399000,32.085888,34.792797
102031,2025-01-23,Ramat Gan,Ramat Yitzhak,HaShalom,121,apartment,2.5,55,1898000,32.084312,34.808090
102032,2024-12-25,Ramat Gan,Marom Naveh,Herzl,190,penthouse,3.5,75,2431000,32.085703,34.812737
102033,2025-08-01,Ramat Gan,Marom Naveh,Jabotinsky,69,garden_apartment,3,62,2069000,32.072321,34.804944
102034,2026-02-03,Ramat Gan,Ramat Yitzhak,Frug,115,private_house,2,45,1656000,32.072711,34.817979
102035,2025-06-28,Ramat Gan,Givat Geula,Hartom,102,apartment,5,120,4597000,32.092001,34.785316
102036,2025-04-17,Ramat Gan,Marom Naveh,HaShalom,90,apartment,4,90,3855000,32.081648,34.814549
102037,2024-08-29,Ramat Gan,Ramat Yitzhak,Marmorek,48,penthouse,5,120,4067000,32.088058,34.806257
102038,2024-08-07,Ramat Gan,Marom Naveh,Sokolov,170,garden_apartment,5.5,140,5298000,32.073122,34.805988
102039,2024-12-25,Ramat Gan,Tel Binyamin,Bialik,179,garden_apartment,5,110,3431000,32.100902,34.822490
102040,2025-01-01,Ramat Gan,Ramat Yitzhak,Hartom,110,private_house,4.5,100,3010000,32.060112,34.816412
102041,2025-08-05,Ramat Gan,Givat Geula,Borochov,154,garden_apartment,2,45,1741000,32.102059,34.814396
102042,2024-11-19,Ramat Gan,Givat Geula,Allenby,185,private_house,3.5,75,2759000,32.096560,34.816137
102043,2026-03-30,Ramat Gan,Ramat Yitzhak,HaShalom,45,apartment,3,62,2234000,32.064655,34.807442
102044,2025-05-25,Ramat Gan,Givat Geula,Frug,42,apartment,3.5,75,2259000,32.081308,34.812040
102045,2024-05-31,Ramat Gan,Marom Naveh,Ahad HaAm,27,apartment,2,45,1382000,32.064250,34.800131
102046,2025-06-08,Ramat Gan,Tel Binyamin,Bialik,8,apartment,4,82,2766000,32.069301,34.810904
102047,2025-07-31,Ramat Gan,Hakfar Hayarok,HaShalom,142,garden_apartment,4,82,2747000,32.095878,34.797202
102048,2024-12-14,Ramat Gan,Marom Naveh,Sokolov,14,apartment,3,62,2394000,32.088103,34.833704
102049,2025-04-03,Ramat Gan,Ramat Yitzhak,Allenby,98,garden_apartment,5,110,3883000,32.079101,34.811092
102050,2025-09-05,Ramat Gan,Givat Geula,HaShalom,165,apartment,3.5,75,2542000,32.086044,34.823513
102051,2026-03-19,Ramat Gan,Tel Binyamin,Borochov,103,apartment,3,62,1733000,32.049509,34.816400
102052,2025-10-27,Ramat Gan,Hakfar Hayarok,Hartom,71,apartment,3,62,2005000,32.094546,34.818581
102053,2026-02-27,Ramat Gan,Tel Binyamin,Rambam,104,penthouse,3,68,2229000,32.073290,34.814040
102054,2025-06-11,Ramat Gan,Ramat Yitzhak,Marmorek,55,apartment,5.5,140,4943000,32.102525,34.819319
102055,2025-09-10,Ramat Gan,Marom Naveh,Sokolov,127,apartment,4,90,2912000,32.094210,34.836800
102056,2024-09-09,Ramat Gan,Tel Binyamin,Ahad HaAm,4,penthouse,2.5,55,1692000,32.080971,34.819682
102057,2025-10-29,Ramat Gan,Ramat Yitzhak,Ben Yehuda,163,apartment,4.5,100,3567000,32.091462,34.828173
102058,2026-01-05,Ramat Gan,Tel Binyamin,Borochov,96,private_house,4,90,3309000,32.093342,34.821024
102059,2024-08-18,Ramat Gan,Ramat Yitzhak,HaShalom,16,apartment,2,45,1412000,32.097137,34.788901
102060,2025-11-08,Ramat Gan,Tel Binyamin,HaShalom,31,garden_apartment,2.5,55,2206000,32.088495,34.825543
102061,2026-05-13,Ramat Gan,Tel Binyamin,Borochov,195,private_house,4,90,3714000,32.090603,34.797637
102062,2025-01-19,Ramat Gan,Marom Naveh,Allenby,178,private_house,5,110,3536000,32.088284,34.816148
102063,2025-09-04,Ramat Gan,Tel Binyamin,HaShalom,83,apartment,5.5,140,4568000,32.089521,34.805130
102064,2025-10-01,Ramat Gan,Ramat Yitzhak,Sokolov,129,penthouse,4,90,2903000,32.082837,34.813169
102065,2024-10-08,Ramat Gan,Hakfar Hayarok,Herzl,67,apartment,5,110,3964000,32.072008,34.799925
102066,2024-07-28,Ramat Gan,Hakfar Hayarok,Ben Yehuda,165,apartment,3,62,2048000,32.102904,34.827024
102067,2025-12-18,Ramat Gan,Marom Naveh,Allenby,3,apartment,5,120,4278000,32.092625,34.813787
102068,2025-10-01,Ramat Gan,Givat Geula,Allenby,19,apartment,3,68,2207000,32.091712,34.821145
102069,2024-10-01,Ramat Gan,Hakfar Hayarok,Ben Yehuda,42,apartment,5,110,4346000,32.086657,34.818211
102070,2025-07-09,Ramat Gan,Givat Geula,Weizmann,114,private_house,3,68,1952000,32.097592,34.814384
102071,2025-05-25,Ramat Gan,Tel Binyamin,Weizmann,135,penthouse,3.5,75,2243000,32.104285,34.799820
102072,2024-09-11,Ramat Gan,Givat Geula,Rambam,12,penthouse,5,120,5047000,32.064379,34.809652
102073,2025-02-27,Ramat Gan,Marom Naveh,Herzl,198,apartment,6,160,7176000,32.093421,34.787595
102074,2025-04-24,Ramat Gan,Marom Naveh,Herzl,16,private_house,6,160,5834000,32.089299,34.814958
102075,2024-12-26,Ramat Gan,Tel Binyamin,Herzl,83,apartment,3.5,75,2397000,32.063140,34.811232
102076,2026-02-14,Ramat Gan,Hakfar Hayarok,Jabotinsky,163,private_house,5,120,4118000,32.090502,34.810990
102077,2025-11-08,Ramat Gan,Marom Naveh,Ben Yehuda,76,apartment,4.5,100,4282000,32.081335,34.825196
102078,2025-02-09,Ramat Gan,Ramat Yitzhak,Marmorek,58,apartment,2.5,55,1708000,32.083081,34.808486
102079,2024-12-21,Ramat Gan,Givat Geula,Bialik,38,private_house,4,82,2543000,32.075373,34.823463
102080,2025-09-18,Ramat Gan,Hakfar Hayarok,Sokolov,111,private_house,5,110,3476000,32.080825,34.835315
102081,2025-10-11,Ramat Gan,Ramat Yitzhak,Frug,142,apartment,3,68,2339000,32.082380,34.830990
102082,2026-01-01,Ramat Gan,Ramat Yitzhak,Ben Yehuda,177,apartment,4.5,100,3611000,32.089991,34.859390
102083,2025-01-17,Ramat Gan,Givat Geula,Weizmann,76,apartment,5,120,3388000,32.079832,34.824161
102084,2025-05-06,Ramat Gan,Tel Binyamin,Ben Yehuda,18,garden_apartment,6,160,5704000,32.099492,34.802974
102085,2025-10-21,Ramat Gan,Hakfar Hayarok,Jabotinsky,46,private_house,3,62,2483000,32.088205,34.807886
102086,2025-04-22,Ramat Gan,Marom Naveh,Hartom,65,private_house,4.5,100,3623000,32.066353,34.802847
102087,2025-06-01,Ramat Gan,Tel Binyamin,HaShalom,84,garden_apartment,3.5,75,2352000,32.072807,34.816229
102088,2024-07-01,Ramat Gan,Ramat Yitzhak,Rambam,40,apartment,2.5,55,1675000,32.084691,34.825803
102089,2024-07-11,Ramat Gan,Givat Geula,Weizmann,51,apartment,3,68,2045000,32.095199,34.790166
102090,2024-06-30,Ramat Gan,Ramat Yitzhak,Herzl,96,penthouse,4.5,100,3248000,32.076606,34.815834
102091,2026-01-28,Ramat Gan,Givat Geula,Frug,66,apartment,6,160,6169000,32.068937,34.819596
102092,2026-04-26,Ramat Gan,Hakfar Hayarok,Herzl,175,apartment,2.5,55,2164000,32.084716,34.790054
102093,2025-06-24,Ramat Gan,Ramat Yitzhak,Sokolov,187,apartment,6,160,4190000,32.082026,34.820216
102094,2025-06-26,Ramat Gan,Tel Binyamin,Tchernichovsky,36,garden_apartment,3,68,2012000,32.097512,34.821231
102095,2025-10-05,Ramat Gan,Marom Naveh,Allenby,36,private_house,5,120,4868000,32.062521,34.812712
102096,2025-04-12,Ramat Gan,Tel Binyamin,Ahad HaAm,118,apartment,5,120,4610000,32.085204,34.807467
102097,2024-11-10,Ramat Gan,Marom Naveh,Bialik,188,apartment,4,82,2847000,32.089966,34.807921
102098,2025-11-17,Ramat Gan,Givat Geula,Rambam,96,apartment,4,90,3230000,32.093228,34.804936
102099,2024-12-31,Ramat Gan,Marom Naveh,Allenby,113,apartment,4,90,3012000,32.076955,34.832773
102100,2024-09-07,Ramat Gan,Hakfar Hayarok,Borochov,19,apartment,4,90,3302000,32.076021,34.811700
102101,2026-05-13,Ramat Gan,Marom Naveh,Weizmann,30,apartment,4,82,3323000,32.077877,34.812521
102102,2025-08-10,Ramat Gan,Marom Naveh,Herzl,113,apartment,5.5,140,4807000,32.075394,34.811316
102103,2025-10-02,Ramat Gan,Tel Binyamin,Ahad HaAm,60,apartment,5,110,4237000,32.083986,34.837622
102104,2025-09-26,Ramat Gan,Marom Naveh,Ben Yehuda,149,garden_apartment,4,90,3221000,32.096881,34.818557
102105,2025-09-15,Ramat Gan,Ramat Yitzhak,Weizmann,92,garden_apartment,3,68,2120000,32.068175,34.796940
102106,2025-02-24,Ramat Gan,Ramat Yitzhak,Ahad HaAm,192,penthouse,4,82,2839000,32.082417,34.801900
102107,2025-12-19,Ramat Gan,Hakfar Hayarok,Tchernichovsky,16,garden_apartment,4.5,100,3635000,32.091229,34.815349
102108,2025-10-24,Ramat Gan,Givat Geula,Sokolov,92,apartment,4,90,4153000,32.081874,34.791969
102109,2025-04-11,Ramat Gan,Hakfar Hayarok,Rambam,85,garden_apartment,4,90,3756000,32.073641,34.821145
102110,2026-03-17,Ramat Gan,Tel Binyamin,Ben Yehuda,109,apartment,5.5,140,5601000,32.090803,34.816846
102111,2026-03-21,Ramat Gan,Givat Geula,Tchernichovsky,169,apartment,4,82,3172000,32.099316,34.808636
102112,2024-11-01,Ramat Gan,Tel Binyamin,Ben Yehuda,186,penthouse,5,120,3951000,32.081012,34.800443
102113,2026-01-21,Ramat Gan,Marom Naveh,Ben Yehuda,83,apartment,5.5,140,5145000,32.088323,34.842279
102114,2024-08-31,Ramat Gan,Ramat Yitzhak,Sokolov,46,apartment,3,62,2144000,32.072729,34.816251
102115,2026-01-05,Ramat Gan,Marom Naveh,Tchernichovsky,35,apartment,6,160,5705000,32.085069,34.832448
102116,2024-07-25,Ramat Gan,Hakfar Hayarok,Sokolov,12,apartment,3,62,2509000,32.058032,34.828448
102117,2026-03-24,Ramat Gan,Hakfar Hayarok,Ahad HaAm,18,apartment,5.5,140,5232000,32.093351,34.826014
102118,2024-09-24,Ramat Gan,Marom Naveh,Borochov,143,apartment,5,120,3571000,32.066730,34.814696
102119,2025-06-23,Ramat Gan,Ramat Yitzhak,Marmorek,107,garden_apartment,3.5,75,2434000,32.081216,34.815169
102120,2025-11-16,Ramat Gan,Givat Geula,Allenby,129,penthouse,6,160,6880000,32.071770,34.821436
102121,2024-12-02,Ramat Gan,Tel Binyamin,Marmorek,125,apartment,4.5,100,3513000,32.074967,34.827454
102122,2026-01-06,Ramat Gan,Hakfar Hayarok,HaShalom,94,apartment,5,110,3891000,32.095403,34.804657
102123,2025-08-04,Ramat Gan,Hakfar Hayarok,Ahad HaAm,80,apartment,5.5,140,5133000,32.074881,34.825649
102124,2026-04-30,Ramat Gan,Marom Naveh,Borochov,98,garden_apartment,5,120,3179000,32.061399,34.822206
102125,2025-02-24,Ramat Gan,Givat Geula,Rambam,140,private_house,6,160,4690000,32.076889,34.823083
102126,2025-02-16,Ramat Gan,Givat Geula,Frug,6,apartment,3,68,2582000,32.092670,34.826610
102127,2024-11-23,Ramat Gan,Marom Naveh,Bialik,108,garden_apartment,4,90,2935000,32.090336,34.855566
102128,2026-01-29,Ramat Gan,Givat Geula,Rambam,67,apartment,4.5,100,2557000,32.081893,34.819215
102129,2025-08-24,Ramat Gan,Ramat Yitzhak,Marmorek,117,apartment,3,62,2126000,32.077544,34.809284
102130,2026-02-01,Ramat Gan,Hakfar Hayarok,Borochov,19,penthouse,3,68,2454000,32.076779,34.821432
102131,2024-08-18,Ramat Gan,Tel Binyamin,Hartom,181,apartment,4,90,3127000,32.082993,34.820658
102132,2025-12-04,Ramat Gan,Givat Geula,Allenby,174,private_house,4,82,3248000,32.080625,34.811601
102133,2025-12-14,Ramat Gan,Hakfar Hayarok,Ben Yehuda,135,apartment,5,110,4062000,32.076751,34.840471
102134,2025-11-07,Ramat Gan,Hakfar Hayarok,Ahad HaAm,47,private_house,4,90,2913000,32.075310,34.823000
102135,2025-07-08,Ramat Gan,Givat Geula,Marmorek,85,penthouse,5,120,4664000,32.072682,34.825151
102136,2025-05-11,Ramat Gan,Hakfar Hayarok,Tchernichovsky,65,private_house,5,110,3173000,32.081910,34.791053
102137,2024-06-16,Ramat Gan,Givat Geula,Ahad HaAm,85,garden_apartment,3,62,2292000,32.097827,34.820955
102138,2024-06-05,Ramat Gan,Tel Binyamin,Borochov,10,apartment,4,90,3222000,32.091329,34.810908
102139,2025-10-25,Ramat Gan,Hakfar Hayarok,Tchernichovsky,184,apartment,4,90,2792000,32.083462,34.823283
102140,2025-06-18,Ramat Gan,Hakfar Hayarok,Tchernichovsky,101,apartment,2,45,1832000,32.079402,34.793576
102141,2025-03-10,Ramat Gan,Tel Binyamin,Hartom,45,private_house,4,90,2931000,32.094282,34.786224
102142,2024-10-19,Ramat Gan,Tel Binyamin,Ahad HaAm,185,garden_apartment,4,90,3269000,32.065523,34.833504
102143,2024-12-08,Ramat Gan,Ramat Yitzhak,Hartom,21,private_house,3,68,2330000,32.073921,34.829140
102144,2024-08-25,Ramat Gan,Givat Geula,Sokolov,123,garden_apartment,6,160,5472000,32.076720,34.823399
102145,2025-06-11,Ramat Gan,Givat Geula,Borochov,167,garden_apartment,5,110,4169000,32.065464,34.793822
102146,2024-12-12,Ramat Gan,Ramat Yitzhak,Herzl,116,garden_apartment,5,120,3971000,32.089327,34.800764
102147,2024-12-20,Ramat Gan,Hakfar Hayarok,Weizmann,99,apartment,2.5,55,2142000,32.062125,34.828965
102148,2025-01-14,Ramat Gan,Givat Geula,HaShalom,83,garden_apartment,5,120,4347000,32.074395,34.810047
102149,2026-04-21,Ramat Gan,Marom Naveh,Jabotinsky,50,garden_apartment,5.5,140,4988000,32.076916,34.812980
102150,2025-12-06,Ramat Gan,Hakfar Hayarok,Weizmann,166,apartment,3.5,75,2699000,32.075957,34.792934
102151,2026-02-11,Ramat Gan,Givat Geula,Weizmann,40,garden_apartment,5,110,3820000,32.100785,34.826267
102152,2025-08-11,Ramat Gan,Hakfar Hayarok,Borochov,32,apartment,3,68,2182000,32.088372,34.823176
102153,2024-08-02,Ramat Gan,Givat Geula,Borochov,80,penthouse,3.5,75,2495000,32.089677,34.797797
102154,2024-10-25,Ramat Gan,Ramat Yitzhak,Weizmann,55,apartment,5,110,3860000,32.078687,34.840144
102155,2026-03-17,Ramat Gan,Tel Binyamin,Hartom,40,apartment,3,62,2301000,32.098711,34.829231
102156,2025-11-20,Ramat Gan,Hakfar Hayarok,Sokolov,148,apartment,6,160,6363000,32.089494,34.802619
102157,2025-04-10,Ramat Gan,Givat Geula,Sokolov,98,private_house,4.5,100,3282000,32.103260,34.815824
102158,2025-01-26,Ramat Gan,Ramat Yitzhak,Hartom,55,apartment,2,45,1700000,32.066073,34.815589
102159,2026-05-09,Ramat Gan,Marom Naveh,Ahad HaAm,177,apartment,4,90,3395000,32.079480,34.814471
102160,2026-01-13,Ramat Gan,Marom Naveh,Rambam,33,penthouse,3.5,75,2400000,32.083366,34.812588
102161,2025-10-30,Ramat Gan,Hakfar Hayarok,Ahad HaAm,173,private_house,3.5,75,2074000,32.081296,34.822024
102162,2025-05-24,Ramat Gan,Ramat Yitzhak,Borochov,115,private_house,2.5,55,1819000,32.072507,34.820548
102163,2024-05-29,Ramat Gan,Marom Naveh,HaShalom,101,apartment,2.5,55,1951000,32.082089,34.818619
102164,2024-11-12,Ramat Gan,Marom Naveh,Herzl,25,apartment,6,160,6275000,32.068428,34.802431
102165,2024-08-19,Ramat Gan,Ramat Yitzhak,Bialik,64,private_house,2,45,1623000,32.103141,34.794169
102166,2025-09-21,Ramat Gan,Ramat Yitzhak,Ahad HaAm,55,apartment,3.5,75,2888000,32.088791,34.816122
102167,2025-12-12,Ramat Gan,Givat Geula,Ben Yehuda,163,apartment,6,160,4961000,32.080842,34.834156
